row_id,content_id,title,content_type,genre,original_language,release_date,report_month,country,region,available_globally,subscription_tier,primary_device,runtime_minutes,season_count,episode_count,views,hours_viewed,completion_rate,user_rating,estimated_revenue_usd,title_age_months
3790,SW0004,Last Kingdom,Movie,Thriller,English,2024-11-13,2026-01-01,Mexico,Latin America,True,Ad-Supported,Game Console,113,0,1,20173,23049,0.607,6.1,348.38,14
3791,SW0005,Wild Crown 5,Movie,Romance,English,2022-12-04,2025-04-01,Brazil,Latin America,True,Standard,Game Console,81,0,1,85071,103483,0.901,7.5,984.8,28
3793,SW0109,Crimson Kingdom 109,Movie,Documentary,Hindi,2024-08-18,2025-02-01,Canada,North America,False,Ad-Supported,Web,136,0,1,64569,80560,0.55,7.1,1201.34,6
3794,SW0143,Midnight Pulse,Series,Action,Korean,2025-07-10,2025-11-01,Germany,Europe,False,Ad-Supported,Mobile,57,1,10,43910,271133,0.65,7.3,802.38,4
3795,SW0128,Midnight Kingdom 128,Movie,Animation,English,2022-02-19,2025-04-01,France,Europe,False,Ad-Supported,Smart Tv,141,0,1,19180,39856,0.884,5.9,361.2,38
3796,SW0079,Northern Promise 79,Movie,Sci-Fi,English,2025-09-11,2025-12-01,Brazil,Latin America,False,Standard,Smart Tv,105,0,1,86961,93879,0.617,6.6,979.53,3
3797,SW0084,Last Promise,Movie,Documentary,Korean,2023-08-20,2025-07-01,United States,North America,True,Ad-Supported,Web,99,0,1,74638,76055,0.618,6.5,1258.92,23
3798,SW0060,Hidden Code,Series,Sci-Fi,German,2023-10-26,2025-10-01,United Kingdom,Europe,False,Standard,Mobile,62,1,10,93596,722275,0.747,7.6,1210.99,24
3799,SW0017,Second Fire,Series,Documentary,Japanese,2022-02-01,2025-08-01,India,Asia,False,Ad-Supported,Web,24,3,7,14979,31438,0.75,6.1,265.93,42
3800,SW0031,Golden Code,Series,Thriller,Korean,2024-04-10,2026-05-01,South Korea,Asia,False,Premium,Smart Tv,61,3,8,12593,62477,0.61,6.4,218.82,25
3801,SW0164,Electric Witness,Movie,Crime,Korean,2022-02-16,2026-03-01,United Kingdom,Europe,True,Standard,Mobile,113,0,1,10822,10579,0.519,6.9,141.84,49
3802,SW0064,Broken Road,Series,Comedy,English,2025-07-17,2026-02-01,South Africa,Africa,True,Standard,Mobile,47,4,7,29683,125183,0.769,7.7,362.43,7
3803,SW0150,Broken Signal 150,Series,Drama,German,2025-03-01,2026-02-01,India,Asia,True,Standard,Smart Tv,45,2,9,121752,691733,0.842,7.9,1376.7,11
3804,SW0158,Golden Code 158,Series,Drama,Spanish,2025-04-05,2025-07-01,Japan,Asia,True,Standard,Smart Tv,35,1,8,80202,177442,0.474,7.1,907.89,3
3806,SW0010,Hidden Witness,Series,Thriller,Hindi,2023-11-30,2026-01-01,United States,North America,True,Standard,Mobile,33,3,11,108203,521777,0.797,7.8,1257.23,26
3807,SW0142,Wild Promise 142,Movie,Crime,English,2023-06-22,2025-04-01,Mexico,Latin America,False,Standard,Game Console,143,0,1,36523,55688,0.64,7.0,403.34,22
3808,SW0043,Broken Crown 43,Series,Comedy,Hindi,2023-09-28,2025-01-01,Germany,Europe,True,Ad-Supported,Smart Tv,53,4,9,13445,90920,0.851,7.0,223.04,16
3809,SW0079,Northern Promise 79,Movie,Sci-Fi,English,2025-09-11,2026-01-01,Australia,Oceania,False,Premium,Smart Tv,105,0,1,98948,140816,0.813,6.7,1670.29,4
3810,SW0084,Last Promise,Movie,Documentary,Korean,2023-08-20,2025-12-01,Germany,Europe,True,Standard,Game Console,99,0,1,47596,56000,0.713,6.8,537.85,28
3811,SW0096,Last Kingdom 96,Movie,Drama,English,2022-01-15,2025-12-01,South Korea,Asia,True,Standard,Game Console,127,0,1,43417,64782,0.705,6.1,516.62,47
3812,SW0043,Broken Crown 43,Series,Comedy,Hindi,2023-09-28,2025-08-01,United Kingdom,Europe,True,Standard,Tablet,53,4,9,21447,135365,0.794,7.7,267.82,23
3813,SW0013,Silent Road,Series,Romance,Korean,2024-12-31,2025-12-01,India,Asia,True,Premium,Mobile,35,2,12,87225,423416,0.693,6.8,1450.45,12
3814,SW0084,Last Promise,Movie,Documentary,Korean,2023-08-20,2026-04-01,India,Asia,True,Standard,Smart Tv,99,0,1,67008,74131,0.67,8.1,795.2,32
3816,SW0049,Hidden Road,Series,Thriller,Hindi,2024-09-30,2026-02-01,United Kingdom,Europe,True,Standard,Smart Tv,40,2,9,52667,264350,0.837,7.3,614.97,17
3817,SW0158,Golden Code 158,Series,Drama,Spanish,2025-04-05,2025-06-01,Australia,Oceania,True,Standard,Smart Tv,35,1,8,35597,103864,0.625,7.2,438.3,2
3818,SW0056,Midnight Summer 56,Movie,Action,German,2024-12-18,2025-06-01,France,Europe,True,Standard,Game Console,139,0,1,34210,50394,0.636,7.0,426.83,6
3819,SW0164,Electric Witness,Movie,Crime,Korean,2022-02-16,2025-05-01,Canada,North America,True,Standard,Mobile,113,0,1,8805,11848,0.714,6.9,102.77,39
3820,SW0121,Infinite Pulse,Series,Romance,French,2024-01-02,2025-09-01,India,Asia,True,Standard,Smart Tv,24,3,12,5448,21416,0.819,6.9,58.87,20
3821,SW0108,Northern Summer 108,Series,Action,Spanish,2023-08-12,2025-04-01,Australia,Oceania,False,Ad-Supported,Smart Tv,55,1,11,41796,326327,0.774,6.8,818.11,20
3822,SW0145,Last Road 145,Series,Comedy,Korean,2024-10-31,2026-04-01,South Africa,Africa,False,Standard,Smart Tv,46,1,8,10050,36295,0.589,5.8,110.5,18
3823,SW0096,Last Kingdom 96,Movie,Drama,English,2022-01-15,2025-06-01,Canada,North America,True,Standard,Smart Tv,127,0,1,30087,50339,0.79,8.0,339.7,41
3824,SW0126,Electric Kingdom 126,Movie,Action,Spanish,2023-04-26,2025-03-01,United States,North America,True,Premium,Mobile,107,0,1,17663,25510,0.81,7.2,254.46,23
3825,SW0032,Last Pulse,Series,Crime,Korean,2025-05-11,2025-09-01,South Korea,Asia,True,Standard,Smart Tv,49,1,12,76795,452993,0.602,7.257455540355677,852.38,4
3826,SW0172,Last Fire 172,Series,Animation,Korean,2022-12-27,2025-12-01,South Africa,Africa,False,Standard,Mobile,39,2,8,88787,408230,0.884,7.5,1148.07,36
3827,SW0028,Golden Promise,Movie,Action,English,2023-05-12,2025-02-01,Mexico,Latin America,True,Ad-Supported,Web,87,0,1,10181,13297,0.901,7.6,187.8,21
3828,SW0104,Hidden Fire 104,Movie,Documentary,Hindi,2023-12-13,2025-09-01,South Korea,Asia,False,Standard,Smart Tv,90,0,1,33445,31645,0.631,6.2,413.55,21
3829,SW0118,Wild Summer,Movie,Drama,English,2023-09-21,2025-05-01,United Kingdom,Europe,True,Ad-Supported,Tablet,90,0,1,18150,23011,0.845,7.7,326.66,20
3830,SW0095,Electric Kingdom,Movie,Documentary,English,2023-11-04,2025-05-01,Brazil,Latin America,True,Premium,Smart Tv,78,0,1,21275,22834,0.826,7.0,358.83,18
3831,SW0134,Midnight Crown 134,Movie,Comedy,English,2022-11-04,2026-06-01,France,Europe,True,Standard,Game Console,136,0,1,17794,22644,0.561,7.6,199.22,43
3832,SW0124,Second Echo 124,Movie,Sci-Fi,Spanish,2022-03-25,2026-02-01,Australia,Oceania,True,Premium,Mobile,89,0,1,13947,13160,0.636,8.0,230.16,47
3833,SW0118,Wild Summer,Movie,Drama,English,2023-09-21,2026-03-01,Australia,Oceania,True,Ad-Supported,Smart Tv,90,0,1,14932,14760,0.659,6.4,283.97,30
3834,SW0149,Golden Witness,Movie,Action,English,2023-12-26,2025-10-01,Spain,Europe,True,Premium,Mobile,134,0,1,19883,30986,0.698,7.2,298.14,22
3835,SW0068,Hidden Kingdom,Series,Action,English,2025-10-01,2025-12-01,India,Asia,True,Standard,Mobile,40,1,9,100765,457884,0.757,6.5,1183.38,2
3836,SW0005,Wild Crown 5,Movie,Romance,English,2022-12-04,2025-03-01,United States,North America,True,Ad-Supported,Smart Tv,81,0,1,113727,128678,0.838,7.3,1930.31,27
3837,SW0060,Hidden Code,Series,Sci-Fi,German,2023-10-26,2025-06-01,India,Asia,False,Premium,Mobile,62,1,10,73505,698030,0.919,8.0,1087.08,20
3838,SW0169,Wild Signal,Movie,Action,Yoruba,2025-07-21,2025-10-01,Spain,Europe,True,Standard,Mobile,124,0,1,10301,12812,0.602,6.4,112.83,3
3839,SW0124,Second Echo 124,Movie,Sci-Fi,Spanish,2022-03-25,2026-06-01,South Africa,Africa,True,Standard,Smart Tv,89,0,1,14411,18905,0.884,6.6,156.1,51
3840,SW0005,Wild Crown 5,Movie,Romance,English,2022-12-04,2025-07-01,Canada,North America,True,Ad-Supported,Mobile,81,0,1,76368,57136,0.554,6.4,1296.69,31
3842,SW0142,Wild Promise 142,Movie,Crime,English,2023-06-22,2025-07-01,Canada,North America,False,Standard,Mobile,143,0,1,52641,64756,0.516,6.9,569.5,25
3844,SW0004,Last Kingdom,Movie,Thriller,English,2024-11-13,2025-05-01,France,Europe,True,Standard,Game Console,113,0,1,17977,22533,0.666,7.3,202.16,6
3845,SW0124,Second Echo 124,Movie,Sci-Fi,Spanish,2022-03-25,2026-05-01,Mexico,Latin America,True,Premium,Game Console,89,0,1,78915,63378,0.541,6.9,1357.01,50
3846,SW0123,Midnight Fire 123,Movie,Romance,English,2022-02-11,2025-08-01,Canada,North America,True,Ad-Supported,Smart Tv,93,0,1,52336,46224,0.57,8.8,977.66,42
3847,SW0013,Silent Road,Series,Romance,Korean,2024-12-31,2025-04-01,Brazil,Latin America,True,Ad-Supported,Mobile,35,2,12,65122,436174,0.957,7.3,1101.91,4
3848,SW0049,Hidden Road,Series,Thriller,Hindi,2024-09-30,2026-04-01,Canada,North America,True,Ad-Supported,Smart Tv,40,2,9,43595,240038,0.918,5.6,784.17,19
3850,SW0135,Silent Summer,Series,Action,English,2025-07-12,2025-08-01,South Korea,Asia,True,Standard,Game Console,47,4,7,121694,505769,0.758,7.3,1582.4,1
3852,SW0110,Infinite Road,Movie,Animation,Japanese,2024-06-05,2025-04-01,Nigeria,Africa,True,Premium,Smart Tv,130,0,1,59811,102691,0.792,6.6,945.2,10
3854,SW0154,Broken Echo,Movie,Comedy,English,2022-09-14,2026-06-01,India,Asia,True,Ad-Supported,Smart Tv,112,0,1,109060,116991,0.575,7.8,1998.46,45
3855,SW0173,Northern Witness 173,Series,Animation,English,2022-09-17,2025-12-01,Japan,Asia,False,Standard,Game Console,51,2,6,46470,227517,0.96,7.0,530.59,39
3856,SW0031,Golden Code,Series,Thriller,Korean,2024-04-10,2025-12-01,India,Asia,False,Standard,Web,61,3,8,54535,292530,0.66,7.0,616.36,20
3858,SW0163,Midnight Fire 163,Series,Animation,English,2025-10-14,2026-01-01,Spain,Europe,False,Standard,Smart Tv,55,4,9,93992,632527,0.816,6.1,1162.12,3
3859,SW0180,Second Summer 180,Movie,Comedy,English,2025-04-08,2026-05-01,South Korea,Asia,False,Standard,Game Console,138,0,1,23312,48740,0.909,6.4,264.96,13
3860,SW0104,Hidden Fire 104,Movie,Documentary,Hindi,2023-12-13,2025-10-01,United Kingdom,Europe,False,Ad-Supported,Smart Tv,90,0,1,64926,81150,0.833,7.7,1125.11,22
3861,SW0057,Broken Fire,Movie,Crime,English,2022-12-03,2025-08-01,India,Asia,True,Standard,Smart Tv,114,0,1,50576,72980,0.759,8.3,547.82,32
3862,SW0073,Crimson Signal,Series,Action,English,2025-03-03,2025-10-01,India,Asia,True,Standard,Game Console,37,3,10,91580,431518,0.764,6.3,1207.33,7
3863,SW0154,Broken Echo,Movie,Comedy,English,2022-09-14,2025-03-01,India,Asia,True,Standard,Tablet,112,0,1,288002,397453,0.739,7.7,3592.39,30
3864,SW0060,Hidden Code,Series,Sci-Fi,German,2023-10-26,2025-10-01,Mexico,Latin America,False,Standard,Smart Tv,62,1,10,17618,168289,0.924,7.7,209.01,24
3865,SW0005,Wild Crown 5,Movie,Romance,English,2022-12-04,2025-06-01,United Kingdom,Europe,True,Standard,Game Console,81,0,1,43354,41163,0.703,7.9,499.04,30
3866,SW0168,Northern Kingdom,Movie,Thriller,Japanese,2023-11-24,2025-03-01,Australia,Oceania,True,Standard,Mobile,140,0,1,11842,20566,0.744,6.4,134.72,16
3867,SW0156,Second Code,Series,Comedy,Hindi,2023-09-24,2025-08-01,France,Europe,False,Standard,Mobile,52,3,12,6299,57063,0.871,6.2,76.09,23
3868,SW0149,Golden Witness,Movie,Action,English,2023-12-26,2026-04-01,Spain,Europe,True,Premium,Web,134,0,1,15609,32778,0.94,7.1,238.93,28
3869,SW0125,Second Signal,Movie,Drama,English,2022-10-27,2025-02-01,United States,North America,False,Standard,Web,133,0,1,13416,21917,0.737,6.2,146.04,28
3870,SW0152,Infinite Summer,Series,Romance,English,2025-01-20,2025-08-01,Germany,Europe,False,Premium,Mobile,42,3,10,25611,95127,0.531,7.5,385.1,7
3871,SW0051,Infinite Echo 51,Series,Comedy,Korean,2022-03-05,2025-04-01,South Korea,Asia,True,Standard,Smart Tv,59,4,6,29431,140074,0.807,7.7,329.44,37
3872,SW0012,Broken Crown,Movie,Crime,French,2022-04-02,2025-10-01,India,Asia,True,Ad-Supported,Smart Tv,148,0,1,65225,98288,0.611,7.4,1210.3,42
3874,SW0057,Broken Fire,Movie,Crime,English,2022-12-03,2025-06-01,Germany,Europe,True,Standard,Web,114,0,1,38329,46221,0.635,7.7,441.34,30
3875,SW0005,Wild Crown 5,Movie,Romance,English,2022-12-04,2025-01-01,Mexico,Latin America,True,Standard,Smart Tv,81,0,1,35400,35579,0.744,7.5,386.49,25
3876,SW0077,Crimson Echo 77,Series,Animation,English,2022-01-06,2025-03-01,India,Asia,True,Ad-Supported,Smart Tv,29,2,7,35143,48268,0.406,7.2,597.05,38
3877,SW0121,Infinite Pulse,Series,Romance,French,2024-01-02,2025-06-01,Mexico,Latin America,True,Premium,Smart Tv,24,3,12,16560,60914,0.766,6.3,243.91,17
3878,SW0173,Northern Witness 173,Series,Animation,English,2022-09-17,2026-03-01,Brazil,Latin America,False,Ad-Supported,Mobile,51,2,6,65027,275680,0.831,6.9,1135.19,42
3879,SW0075,Midnight Fire 75,Series,Thriller,Spanish,2023-09-14,2026-04-01,United States,North America,True,Ad-Supported,Smart Tv,39,4,11,64019,346944,0.758,7.4,1218.02,31
3880,SW0030,Last Road,Movie,Sci-Fi,German,2023-09-01,2026-01-01,Brazil,Latin America,True,Standard,Smart Tv,140,0,1,24810,37310,0.645,7.1,305.72,28
3882,SW0088,Broken Summer,Movie,Thriller,English,2022-07-15,2025-06-01,South Korea,Asia,True,Ad-Supported,Game Console,140,0,1,175470,244158,0.596,7.6,3336.69,35
3883,SW0036,Midnight Summer,Movie,Drama,French,2024-06-23,2025-12-01,Australia,Oceania,False,Standard,Web,79,0,1,9605,7920,0.626,7.5,106.75,18
3884,SW0143,Midnight Pulse,Series,Action,Korean,2025-07-10,2025-09-01,South Korea,Asia,False,Ad-Supported,Game Console,57,1,10,38730,293354,0.797,6.7,684.18,2
3886,SW0010,Hidden Witness,Series,Thriller,Hindi,2023-11-30,2025-07-01,Nigeria,Africa,True,Standard,Smart Tv,33,3,11,12762,64341,0.833,7.9,163.95,20
3887,SW0060,Hidden Code,Series,Sci-Fi,German,2023-10-26,2025-04-01,Nigeria,Africa,False,Premium,Web,62,1,10,20497,148751,0.702,7.8,343.78,18
3888,SW0046,Broken Code,Movie,Drama,English,2023-10-12,2025-08-01,India,Asia,True,Standard,Smart Tv,113,0,1,29334,39451,0.714,6.6,336.95,22
3889,SW0118,Wild Summer,Movie,Drama,English,2023-09-21,2025-02-01,Germany,Europe,True,Standard,Smart Tv,90,0,1,24346,27977,0.766,7.6,304.51,17
3890,SW0005,Wild Crown 5,Movie,Romance,English,2022-12-04,2026-04-01,Brazil,Latin America,True,Standard,Smart Tv,81,0,1,54416,48472,0.66,7.8,603.79,40
3891,SW0098,Last Summer,Series,Animation,English,2023-11-06,2025-07-01,South Korea,Asia,True,Standard,Game Console,61,4,7,25783,136738,0.745,9.2,330.38,20
3892,SW0144,Midnight Road 144,Movie,Comedy,Portuguese,2025-08-04,2025-12-01,France,Europe,True,Standard,Smart Tv,140,0,1,54447,90589,0.713,7.4,626.27,4
3893,SW0026,Broken Signal,Series,Documentary,Spanish,2024-06-05,2025-06-01,Germany,Europe,True,Ad-Supported,Tablet,43,1,9,30014,94618,0.489,6.3,570.86,12
3894,SW0017,Second Fire,Series,Documentary,Japanese,2022-02-01,2025-08-01,Brazil,Latin America,False,Ad-Supported,Smart Tv,24,3,7,18081,30173,0.596,6.5,311.31,42
3896,SW0151,Second Signal 151,Movie,Action,Spanish,2024-04-23,2026-02-01,Japan,Asia,False,Standard,Mobile,114,0,1,26727,35120,0.692,7.1,332.15,22
3897,SW0092,Crimson Promise,Series,Romance,English,2025-06-17,2025-11-01,Mexico,Latin America,False,Ad-Supported,Mobile,27,1,12,128447,554507,0.799,7.1,2293.77,5
3898,SW0154,Broken Echo,Movie,Comedy,English,2022-09-14,2025-08-01,South Korea,Asia,True,Ad-Supported,Smart Tv,112,0,1,41755,53198,0.683,7.4,681.0,35
3899,SW0105,Hidden Witness 105,Series,Animation,Spanish,2024-06-23,2025-03-01,India,Asia,True,Premium,Smart Tv,23,2,10,63069,181311,0.75,6.8,956.08,9
3900,SW0078,Second Echo,Movie,Drama,Hindi,2024-09-14,2025-09-01,Japan,Asia,True,Ad-Supported,Mobile,94,0,1,31525,36136,0.732,7.0,609.2,12
3901,SW0095,Electric Kingdom,Movie,Documentary,English,2023-11-04,2025-09-01,Australia,Oceania,True,Ad-Supported,Mobile,78,0,1,9616,8531,0.683,7.3,169.59,22
3902,SW0124,Second Echo 124,Movie,Sci-Fi,Spanish,2022-03-25,2025-01-01,South Korea,Asia,True,Standard,Smart Tv,89,0,1,17877,22481,0.848,7.7,198.64,34
3903,SW0060,Hidden Code,Series,Sci-Fi,German,2023-10-26,2025-04-01,Japan,Asia,False,Standard,Smart Tv,62,1,10,8024,69058,0.833,8.0,87.77,18
3904,SW0137,Infinite Echo 137,Series,Drama,English,2023-03-01,2026-06-01,Spain,Europe,True,Ad-Supported,Smart Tv,55,1,7,44787,236212,0.822,6.8,841.93,39
3905,SW0028,Golden Promise,Movie,Action,English,2023-05-12,2026-06-01,United States,North America,True,Premium,Tablet,87,0,1,21621,18823,0.6,7.1,348.69,37
3906,SW0111,Crimson Signal 111,Movie,Comedy,English,2022-11-13,2025-07-01,Mexico,Latin America,True,Premium,Tablet,134,0,1,6442,9474,0.659,6.9,113.15,32
3907,SW0054,Golden Code 54,Series,Comedy,English,2022-08-11,2025-11-01,United States,North America,True,Ad-Supported,Mobile,51,4,12,36824,299729,0.798,7.2,679.76,39
3908,SW0077,Crimson Echo 77,Series,Animation,English,2022-01-06,2025-07-01,United States,North America,True,Standard,Tablet,29,2,7,93474,227345,0.719,7.5,1195.45,42
3909,SW0005,Wild Crown 5,Movie,Romance,English,2022-12-04,2026-03-01,United States,North America,True,Ad-Supported,Mobile,81,0,1,75487,60185,0.591,8.3,1326.97,39
3910,SW0006,Golden Crown,Series,Crime,Korean,2022-09-02,2026-04-01,Australia,Oceania,True,Ad-Supported,Smart Tv,50,4,7,31052,132835,0.733,7.4,556.54,43
3911,SW0011,Midnight Witness,Series,Romance,English,2022-06-08,2026-02-01,Mexico,Latin America,False,Ad-Supported,Smart Tv,36,4,6,87757,246182,0.779,6.7,1624.52,44
3913,SW0060,Hidden Code,Series,Sci-Fi,German,2023-10-26,2025-12-01,United States,North America,False,Standard,Smart Tv,62,1,10,59147,449214,0.735,7.2,685.64,26
3914,SW0170,Crimson Promise 170,Movie,Action,English,2023-01-13,2025-10-01,Mexico,Latin America,False,Standard,Mobile,114,0,1,6785,9066,0.703,6.6,83.92,33
3915,SW0075,Midnight Fire 75,Series,Thriller,Spanish,2023-09-14,2026-04-01,Brazil,Latin America,True,Standard,Smart Tv,39,4,11,30534,173856,0.796,7.1,338.35,31
3916,SW0112,Silent Code,Movie,Thriller,English,2022-12-24,2025-05-01,France,Europe,False,Ad-Supported,Mobile,123,0,1,36473,58655,0.784,7.7,695.76,29
3917,SW0094,Northern Promise 94,Series,Drama,English,2022-04-07,2026-01-01,United States,North America,False,Standard,Web,55,2,11,38308,366756,0.949,5.8,462.58,45
3918,SW0004,Last Kingdom,Movie,Thriller,English,2024-11-13,2025-05-01,Japan,Asia,True,Standard,Mobile,113,0,1,31294,38144,0.647,7.7,405.23,6
3920,SW0103,Wild Crown 103,Series,Drama,Hindi,2022-11-28,2025-06-01,India,Asia,True,Standard,Web,31,4,10,41991,138902,0.64,7.5,546.92,31
3921,SW0049,Hidden Road,Series,Thriller,Hindi,2024-09-30,2025-07-01,United States,North America,True,Standard,Smart Tv,40,2,9,124832,634351,0.847,7.0,1500.26,10
3922,SW0030,Last Road,Movie,Sci-Fi,German,2023-09-01,2026-05-01,Australia,Oceania,True,Ad-Supported,Web,140,0,1,8793,9941,0.485,7.3,170.58,32
3923,SW0005,Wild Crown 5,Movie,Romance,English,2022-12-04,2025-12-01,United States,North America,True,Standard,Smart Tv,81,0,1,138349,122369,0.655,7.5,1661.16,36
3924,SW0080,Wild Promise,Series,Drama,English,2022-07-04,2025-05-01,Germany,Europe,True,Standard,Mobile,29,4,11,41965,170336,0.763,8.2,478.86,34
3925,SW0089,Hidden Road 89,Movie,Comedy,English,2022-06-18,2025-06-01,United States,North America,True,Premium,Mobile,131,0,1,75578,138161,0.837,7.9,1296.26,36
3926,SW0175,Second Summer,Movie,Documentary,English,2025-12-02,2026-04-01,Canada,North America,False,Ad-Supported,Web,137,0,1,123181,219385,0.78,7.7,2192.89,4
3927,SW0018,Hidden Witness 18,Movie,Thriller,English,2023-12-17,2025-01-01,United States,North America,True,Standard,Smart Tv,98,0,1,25217,25771,0.626,6.8,332.7,13
3928,SW0078,Second Echo,Movie,Drama,Hindi,2024-09-14,2025-01-01,India,Asia,True,Ad-Supported,Game Console,94,0,1,82580,119127,0.921,6.9,1524.4,4
3929,SW0094,Northern Promise 94,Series,Drama,English,2022-04-07,2026-04-01,Brazil,Latin America,False,Premium,Game Console,55,2,11,22700,167204,0.73,6.6,357.74,48
3930,SW0176,Electric Kingdom 176,Movie,Action,English,2023-03-18,2025-09-01,Canada,North America,True,Ad-Supported,Smart Tv,119,0,1,13927,15312,0.554,6.6,246.2,30
3931,SW0078,Second Echo,Movie,Drama,Hindi,2024-09-14,2026-06-01,South Africa,Africa,True,Ad-Supported,Smart Tv,94,0,1,18713,21273,0.726,7.7,356.8,21
3932,SW0175,Second Summer,Movie,Documentary,English,2025-12-02,2026-01-01,South Africa,Africa,False,Premium,Mobile,137,0,1,170144,181885,0.468,8.0,2919.57,1
3933,SW0131,Midnight Crown,Series,Drama,English,2024-08-30,2026-01-01,United States,North America,True,Ad-Supported,Mobile,28,2,11,24956,67322,0.526,8.0,419.07,17
3934,SW0031,Golden Code,Series,Thriller,Korean,2024-04-10,2025-01-01,Mexico,Latin America,False,Standard,Mobile,61,3,8,19478,141394,0.893,6.7,234.48,9
3935,SW0158,Golden Code 158,Series,Drama,Spanish,2025-04-05,2026-05-01,Brazil,Latin America,True,Standard,Game Console,35,1,8,73588,239786,0.698,6.5,867.57,13
3936,SW0126,Electric Kingdom 126,Movie,Action,Spanish,2023-04-26,2026-02-01,Mexico,Latin America,True,Ad-Supported,Game Console,107,0,1,10897,12368,0.636,6.9,203.03,34
3937,SW0123,Midnight Fire 123,Movie,Romance,English,2022-02-11,2025-11-01,Canada,North America,True,Standard,Game Console,93,0,1,43838,46374,0.682,7.5,482.71,45
3939,SW0023,Electric Fire,Movie,Romance,English,2023-02-18,2025-11-01,Canada,North America,False,Standard,Smart Tv,113,0,1,8842,13011,0.781,6.4,107.55,33
3940,SW0175,Second Summer,Movie,Documentary,English,2025-12-02,2026-04-01,Brazil,Latin America,False,Standard,Smart Tv,137,0,1,199351,280551,0.616,7.2,2626.56,4
3941,SW0003,Hidden Crown,Series,Documentary,English,2025-01-23,2026-05-01,France,Europe,True,Premium,Game Console,36,4,11,9751,52052,0.809,6.3,141.11,16
3942,SW0139,Second Signal 139,Series,Crime,Portuguese,2024-09-14,2026-05-01,India,Asia,True,Standard,Smart Tv,29,2,10,29078,111311,0.792,8.7,374.58,20
3943,SW0057,Broken Fire,Movie,Crime,English,2022-12-03,2026-02-01,United States,North America,True,Ad-Supported,Tablet,114,0,1,39197,61220,0.822,8.0,730.19,38
3944,SW0135,Silent Summer,Series,Action,English,2025-07-12,2026-05-01,Australia,Oceania,True,Ad-Supported,Smart Tv,47,4,7,78084,293258,0.685,8.5,1537.78,10
3946,SW0085,Midnight Code,Series,Crime,German,2023-01-22,2026-04-01,Canada,North America,True,Standard,Mobile,40,3,6,14844,45544,0.767,7.8,174.99,39
3947,SW0150,Broken Signal 150,Series,Drama,German,2025-03-01,2025-09-01,Germany,Europe,True,Ad-Supported,Smart Tv,45,2,9,83967,476096,0.84,8.2,1453.28,6
3948,SW0046,Broken Code,Movie,Drama,English,2023-10-12,2026-02-01,India,Asia,True,Premium,Game Console,113,0,1,27912,39738,0.756,6.6,426.39,28
3949,SW0106,Broken Signal 106,Movie,Comedy,Japanese,2023-07-22,2026-06-01,Brazil,Latin America,True,Premium,Mobile,108,0,1,13914,14980,0.598,8.1,207.3,35
3950,SW0005,Wild Crown 5,Movie,Romance,English,2022-12-04,2025-12-01,South Korea,Asia,True,Ad-Supported,Mobile,81,0,1,76655,89235,0.862,8.0,1493.84,36
3951,SW0134,Midnight Crown 134,Movie,Comedy,English,2022-11-04,2025-01-01,Nigeria,Africa,True,Standard,Smart Tv,136,0,1,39842,61632,0.682,6.5,518.47,26
3952,SW0124,Second Echo 124,Movie,Sci-Fi,Spanish,2022-03-25,2025-09-01,Germany,Europe,True,Standard,Mobile,89,0,1,33217,35765,0.726,8.1,437.15,42
3953,SW0092,Crimson Promise,Series,Romance,English,2025-06-17,2025-11-01,Mexico,Latin America,False,Standard,Mobile,27,1,12,27761,115783,0.772,7.1,333.86,5
3954,SW0064,Broken Road,Series,Comedy,English,2025-07-17,2026-01-01,United Kingdom,Europe,True,Ad-Supported,Smart Tv,47,4,7,50841,212083,0.761,8.1,970.79,6
3955,SW0140,Midnight Code 140,Series,Romance,Hindi,2024-02-06,2026-01-01,India,Asia,True,Ad-Supported,Mobile,51,3,12,23427,142572,0.597,8.1,408.52,23
3956,SW0060,Hidden Code,Series,Sci-Fi,German,2023-10-26,2025-02-01,Germany,Europe,False,Standard,Smart Tv,62,1,10,61042,476758,0.756,6.4,740.18,16
3958,SW0002,Wild Crown,Movie,Drama,English,2023-11-20,2025-08-01,United States,North America,True,Standard,Tablet,83,0,1,50400,53493,0.767,8.2,550.28,21
3959,SW0088,Broken Summer,Movie,Thriller,English,2022-07-15,2025-06-01,Japan,Asia,True,Standard,Mobile,140,0,1,38079,71099,0.8,8.8,470.46,35
3960,SW0010,Hidden Witness,Series,Thriller,Hindi,2023-11-30,2025-06-01,Nigeria,Africa,True,Ad-Supported,Game Console,33,3,11,23011,108206,0.777,7.9,386.45,19
3962,SW0174,Electric Summer 174,Series,Animation,English,2025-11-21,2026-01-01,South Korea,Asia,False,Ad-Supported,Web,31,3,7,16036,46691,0.805,6.0,312.81,2
3963,SW0134,Midnight Crown 134,Movie,Comedy,English,2022-11-04,2026-02-01,United Kingdom,Europe,True,Premium,Smart Tv,136,0,1,19229,24543,0.563,7.2,316.09,39
3964,SW0022,Broken Crown 22,Movie,Thriller,German,2022-09-26,2026-01-01,Germany,Europe,True,Standard,Mobile,89,0,1,12111,15260,0.85,6.0,132.69,40
