row_id,content_id,title,content_type,genre,original_language,release_date,report_month,country,region,available_globally,subscription_tier,primary_device,runtime_minutes,season_count,episode_count,views,hours_viewed,completion_rate,user_rating,estimated_revenue_usd
3560,SW0009,Electric Summer,Movie,Romance,English,2025-05-22,2025-03-01,Germany,Europe,Yes,Standard,Tablet,106,0,1,269576,324955,0.682,8.7,3481.12
3561,SW0151,Second Signal 151,Movie,Action,Spanish,2024-04-23,2025-09-01,South Korea,Asia,No,Ad-Supported,Smart TV,114,0,1,13776,18215,0.696,7.4,231.92
3562,SW0128,Midnight Kingdom 128,Movie,Animation,English,2022-02-19,2025-07-01,Germany,Europe,No,Standard,Tablet,141,0,1,26438,36186,0.582,7.2,341.29
3563,SW0027,Golden Harbor,Movie,Comedy,English,2023-06-25,2026-01-01,Nigeria,Africa,Yes,Ad-Supported,Web,90,0,1,53474,52628,0.656,6.2,1047.96
3564,SW0099,Electric Code,Movie,Comedy,Spanish,2025-04-16,2025-09-01,Spain,Europe,No,Premium,Mobile,110,0,1,41497,50074,0.658,6.6,636.87
3565,SW0098,Last Summer,Series,Animation,English,2023-11-06,2025-08-01,Mexico,Latin America,Yes,Ad-Supported,Web,61,4,7,41873,266521,0.894,7.1,683.11
3566,SW0172,Last Fire 172,Series,Animation,Korean,2022-12-27,2026-01-01,Germany,Europe,No,Ad-Supported,Mobile,39,2,8,21222,81500,0.739,7.6,363.64
3567,SW0102,Hidden Pulse 102,Movie,Drama,Japanese,2023-10-10,2025-06-01,Mexico,Latin America,Yes,Standard,Smart TV,87,0,1,12557,13203,0.725,7.5,153.72
3568,SW0107,Last Signal 107,Series,Drama,English,2024-08-29,2025-10-01,South Africa,Africa,Yes,Standard,Web,25,2,8,25919,71709,0.83,6.8,285.83
3569,SW0027,Golden Harbor,Movie,Comedy,English,2023-06-25,2025-10-01,France,Europe,Yes,Premium,Smart TV,90,0,1,20115,23802,0.789,7.1,323.16
3570,SW0126,Electric Kingdom 126,Movie,Action,Spanish,2023-04-26,2025-10-01,Canada,North America,Yes,Standard,Web,107,0,1,11700,16399,0.786,7.0,151.96
3571,SW0118,Wild Summer,Movie,Drama,English,2023-09-21,2026-04-01,France,Europe,Yes,Standard,Mobile,90,0,1,15365,15611,0.677,6.9,174.12
3572,SW0005,Wild Crown 5,Movie,Romance,English,2022-12-04,2026-06-01,South Korea,Asia,Yes,Premium,Web,81,0,1,101843,87655,0.638,8.4,1756.02
3573,SW0139,Second Signal 139,Series,Crime,Portuguese,2024-09-14,2026-03-01,United States,North America,Yes,Standard,Mobile,29,2,10,102274,358319,0.725,7.8,1349.01
3574,SW0083,Silent Witness 83,Movie,Thriller,English,2024-06-20,2026-05-01,Spain,Europe,Yes,Standard,Smart TV,85,0,1,23954,29353,0.865,8.0,297.99
3575,SW0049,Hidden Road,Series,Thriller,Hindi,2024-09-30,2025-09-01,India,Asia,Yes,Standard,Web,40,2,9,37593,161449,0.716,7.5,417.43
3576,SW0126,Electric Kingdom 126,Movie,Action,Spanish,2023-04-26,2026-05-01,Brazil,Latin America,Yes,Premium,Smart TV,107,0,1,19424,29466,0.851,6.9,310.37
3577,SW0152,Infinite Summer,Series,Romance,English,2025-01-20,2025-12-01,United States,North America,No,Standard,Mobile,42,3,10,37020,210508,0.812,7.0,402.89
3578,SW0065,Silent Road 65,Series,Sci-Fi,English,2025-06-19,2026-02-01,Germany,Europe,No,Standard,Smart TV,56,2,12,20785,168028,0.722,6.8,228.72
3579,SW0080,Wild Promise,Series,Drama,English,2022-07-04,2025-10-01,Brazil,Latin America,Yes,Premium,Tablet,29,4,11,31412,153406,0.919,8.6,488.08
3580,SW0073,Crimson Signal,Series,Action,English,2025-03-03,2025-12-01,Canada,North America,Yes,Standard,Mobile,37,3,10,36020,153891,0.693,6.9,404.95
3581,SW0077,Crimson Echo 77,Series,Animation,English,2022-01-06,2025-03-01,India,Asia,Yes,Standard,Game Console,29,2,7,70471,151985,0.637,7.1,866.42
3582,SW0113,Northern Witness 113,Movie,Drama,Spanish,2025-10-28,2025-05-01,Germany,Europe,Yes,Premium,Mobile,103,0,1,90365,89779,0.579,7.1,1404.71
3583,SW0062,Last Signal 62,Movie,Thriller,Yoruba,2025-12-13,2025-07-01,Spain,Europe,Yes,Premium,Smart TV,131,0,1,211638,370280,0.801,7.1,3155.19
3584,SW0063,Electric Promise 63,Movie,Thriller,Spanish,2025-01-29,2025-04-01,United States,North America,Yes,Premium,Smart TV,85,0,1,95371,122021,0.903,7.0,1459.29
3585,SW0061,Midnight Fire,Series, Sci-Fi ,Korean,2024-12-28,2026-02-01,Nigeria,Africa,Yes,Standard,Smart TV,56,2,11,21327,165228,0.755,7.6,234.42
3586,SW0032,Last Pulse,Series,Crime,Korean,2025-05-11,2025-04-01,Mexico,Latin America,Yes,Premium,Web,49,1,12,109089,550542,0.515,6.8,1915.47
3587,SW0010,Hidden Witness,Series,Thriller,Hindi,2023-11-30,2025-05-01,Brazil,Latin America,Yes,Ad-Supported,Smart TV,33,3,11,59383,249825,0.695,7.5,1054.48
3588,SW0177,Broken Harbor,Series,Romance,English,2023-11-16,2025-11-01,Germany,Europe,Yes,Ad-Supported,Smart TV,38,3,12,6926,50070,0.951,7.2,118.23
3589,SW0087,Silent Signal,Series,Animation,Spanish,2022-03-14,2026-06-01,Brazil,Latin America,No,Standard,Smart TV,26,1,7,22027,58400,0.874,6.8,256.84
3590,SW0089,Hidden Road 89,Movie,Comedy,English,2022-06-18,2026-04-01,Mexico,Latin America,Yes,Ad-Supported,Tablet,131,0,1,31535,61107,0.888,7.4,582.75
3591,SW0135,Silent Summer,Series,Action,English,2025-07-12,2025-02-01,Germany,Europe,Yes,Ad-Supported,Mobile,47,4,7,202127,716086,0.646,7.2,3618.12
3592,SW0100,Silent Crown,Movie,Drama,English,2023-02-27,2025-07-01,Spain,Europe,No,Standard,Smart TV,90,0,1,15614,15800,0.675,6.5,197.96
3593,SW0012,Broken Crown,Movie,Crime,French,2022-04-02,2026-03-01,Brazil,Latin America,Yes,Standard,Web,148,0,1,16291,24951,0.621,8.0,184.08
3594,SW0084,Last Promise,Movie,Documentary,Korean,2023-08-20,2025-04-01,Brazil,Latin America,Yes,Standard,Smart TV,99,0,1,47366,60963,0.78,7.2,527.96
3595,SW0175,Second Summer,Movie,Documentary,English,2025-12-02,2025-12-01,United Kingdom,Europe,No,Premium,Web,137,0,1,606357,825081,0.596,8.1,10403.48
3596,SW0002,Wild Crown,Movie,Drama,English,2023-11-20,2026-05-01,South Africa,Africa,Yes,Premium,Web,83,0,1,35134,36891,0.759,8.1,517.88
3597,SW0006,Golden Crown,Series,Crime,Korean,2022-09-02,2025-07-01,United States,North America,Yes,Ad-Supported,Smart TV,50,4,7,76280,369866,0.831,8.6,1469.27
3598,SW0002,Wild Crown,Movie,Drama,English,2023-11-20,2025-03-01,Germany,Europe,Yes,Standard,Smart TV,83,0,1,65149,45283,0.502,7.5,777.89
3599,SW0088,Broken Summer,Movie,Thriller,English,2022-07-15,2025-04-01,Mexico,Latin America,Yes,Ad-Supported,Mobile,140,0,1,45339,78466,0.742,8.3,833.27
3600,SW0154,Broken Echo,Movie,Comedy,English,2022-09-14,2025-06-01,United States,North America,Yes,Premium,Mobile,112,0,1,108939,135040,0.664,8.0,1802.99
3601,SW0096,Last Kingdom 96,Movie,Drama,English,2022-01-15,2025-05-01,South Korea,Asia,Yes,Ad-Supported,Web,127,0,1,7318,12793,0.826,6.7,132.52
3602,SW0021,Midnight Echo,Movie,Documentary,Korean,2025-03-08,2026-02-01,Canada,North America,Yes,Standard,Smart TV,137,0,1,24990,44947,0.788,6.4,310.7
3603,SW0139,Second Signal 139,Series,Crime,Portuguese,2024-09-14,2025-06-01,United Kingdom,Europe,Yes,Premium,Game Console,29,2,10,58096,185289,0.66,8.3,874.38
3604,SW0124,Second Echo 124,Movie,Sci-Fi,Spanish,2022-03-25,2025-10-01,South Korea,Asia,Yes,Ad-Supported,Mobile,89,0,1,43382,36808,0.572,7.9,755.74
3605,SW0118,Wild Summer,Movie,Drama,English,2023-09-21,2026-04-01,South Africa,Africa,Yes,Standard,Smart TV,90,0,1,63321,68687,0.723,6.4,736.15
3606,SW0031,Golden Code,Series,Thriller,Korean,2024-04-10,2025-11-01,Japan,Asia,No,Ad-Supported,Web,61,3,8,41771,294401,0.867,7.2,804.45
3607,SW0117,Broken Road 117,Series,Drama,English,2023-05-21,2025-09-01,France,Europe,Yes,Standard,Mobile,23,4,8,11360,23395,0.672,6.8,140.88
3608,SW0065,Silent Road 65,Series,Sci-Fi,English,2025-06-19,2025-02-01,South Korea,Asia,No,Standard,Web,56,2,12,44887,326758,0.65,7.2,486.09
3609,SW0087,Silent Signal,Series,Animation,Spanish,2022-03-14,2025-07-01,Japan,Asia,No,Standard,Game Console,26,1,7,42866,96645,0.743,7.7,496.51
3610,SW0149,Golden Witness,Movie,Action,English,2023-12-26,2025-03-01,Brazil,Latin America,Yes,Ad-Supported,Smart TV,134,0,1,79375,115909,0.654,6.4,1374.31
3611,SW0150,Broken Signal 150,Series,Drama,German,2025-03-01,2025-11-01,South Korea,Asia,Yes,Standard,Mobile,45,2,9,58633,357701,0.904,6.4,634.87
3612,SW0037,Northern Echo,Series,Animation,English,2025-11-28,2026-06-01,United Kingdom,Europe,No,Premium,Tablet,24,3,6,76230,148620,0.812,6.8,1281.55
3613,SW0015,Hidden Witness 15,Movie,Comedy,Korean,2025-09-21,2025-11-01,Japan,Asia,Yes,Ad-Supported,Mobile,113,0,1,46665,43653,0.497,7.8,769.89
3614,SW0005,Wild Crown 5,Movie,Romance,English,2022-12-04,2025-11-01,Germany,Europe,Yes,Ad-Supported,Mobile,81,0,1,33696,38340,0.843,7.1,599.5
3615,SW0064,Broken Road,Series,Comedy,English,2025-07-17,2025-05-01,United States,North America,Yes,Premium,Mobile,47,4,7,257953,1217440,0.861,7.5,3844.48
3616,SW0049,Hidden Road,Series,Thriller,Hindi,2024-09-30,2025-10-01,India,Asia,Yes,Premium,Mobile,40,2,9,13722,69148,0.84,7.2,212.13
3617,SW0151,Second Signal 151,Movie,Action,Spanish,2024-04-23,2025-06-01,Germany,Europe,No,Premium,Web,114,0,1,64579,117792,0.96,7.9,999.88
3618,SW0032,Last Pulse,Series,Crime,Korean,2025-05-11,2025-03-01,Mexico,Latin America,Yes,Standard,Mobile,49,1,12,126695,934295,0.752,6.6,1483.14
3619,SW0008,Northern Pulse,Movie,Action,English,2024-02-02,2026-05-01,Nigeria,Africa,Yes,Ad-Supported,Game Console,79,0,1,9872,10692,0.823,7.1,191.53
3620,SW0001,Midnight Promise,Series,Animation,Portuguese,2025-07-10,2026-02-01,Mexico,Latin America,No,Premium,Smart TV,44,3,12,20791,79689,0.436,7.3,336.1
3621,SW0034,Broken Kingdom,Series,Comedy,French,2025-08-10,2025-06-01,Brazil,Latin America,Yes,Premium,Smart TV,47,2,9,68928,352635,0.726,7.9,1014.58
3622,SW0068,Hidden Kingdom,Series,Action,English,2025-10-01,2025-01-01,South Korea,Asia,Yes,Standard,Smart TV,40,1,9,102682,483374,0.785,8.7,1296.16
3623,SW0102,Hidden Pulse 102,Movie,Drama,Japanese,2023-10-10,2025-04-01,Canada,North America,Yes,Ad-Supported,Mobile,87,0,1,52749,54835,0.717,6.8,968.23
3624,SW0073,Crimson Signal,Series,Action,English,2025-03-03,2026-06-01,Spain,Europe,Yes,Standard,Web,37,3,10,15172,79191,0.846,6.4,197.1
3625,SW0103,Wild Crown 103,Series,Drama,Hindi,2022-11-28,2025-07-01,United Kingdom,Europe,Yes,Ad-Supported,Smart TV,31,4,10,20973,93344,0.861,,394.06
3626,SW0069,Midnight Signal,Movie,Crime,English,2024-03-31,2025-02-01,South Africa,Africa,No,Ad-Supported,Game Console,131,0,1,4028,4887,0.556,7.3,71.85
3627,SW0068,Hidden Kingdom,Series,Action,English,2025-10-01,2026-05-01,France,Europe,Yes,Premium,Smart TV,40,1,9,86323,357593,0.69,6.9,1415.64
3628,SW0096,Last Kingdom 96,Movie,Drama,English,2022-01-15,2025-03-01,Germany,Europe,Yes,Ad-Supported,Smart TV,127,0,1,27417,34757,0.599,6.7,516.97
3629,SW0175,Second Summer,Movie,Documentary,English,2025-12-02,2026-01-01,India,Asia,No,Premium,Smart TV,137,0,1,368729,604608,0.718,8.1,5490.49
3630,SW0135,Silent Summer,Series,Action,English,2025-07-12,2026-01-01,Germany,Europe,Yes,Standard,Game Console,47,4,7,41223,164581,0.728,7.2,486.37
3631,SW0001,Midnight Promise,Series,Animation,Portuguese,2025-07-10,2025-03-01,South Korea,Asia,No,Ad-Supported,Smart TV,44,3,12,94231,599896,0.723,7.5,1728.9
3632,SW0150,Broken Signal 150,Series,Drama,German,2025-03-01,2025-06-01,Germany,Europe,Yes,Premium,Mobile,45,2,9,134674,680938,0.749,7.3,2136.3
3633,SW0129,Midnight Promise 129,Movie,Drama,English,2024-11-24,2025-08-01,Australia,Oceania,Yes,Premium,Smart TV,134,0,1,20723,32260,0.697,7.9,338.14
3634,SW0031,Golden Code,Series,Thriller,Korean,2024-04-10,2025-02-01,Spain,Europe,No,Premium,Game Console,61,3,8,50649,322185,0.782,7.3,762.58
3635,SW0015,Hidden Witness 15,Movie,Comedy,Korean,2025-09-21,2025-07-01,India,Asia,Yes,Standard,Tablet,113,0,1,560891,783314,0.742,7.2,7075.18
3636,SW0104,Hidden Fire 104,Movie,Documentary,Hindi,2023-12-13,2025-02-01,France,Europe,No,Ad-Supported,Web,90,0,1,40272,51017,0.845,8.3,697.75
3637,SW0143,Midnight Pulse,Series,Action,Korean,2025-07-10,2025-12-01,Germany,Europe,No,Standard,Smart TV,57,1,10,62917,449012,0.751,6.7,761.48
3638,SW0153,Wild Crown 153,Movie,Drama,English,2024-02-05,2025-07-01,United Kingdom,Europe,No,Standard,Smart TV,133,0,1,9270,11365,0.553,7.3,107.5
3639,SW0054,Golden Code 54,Series,Comedy,English,2022-08-11,2025-02-01,United States,North America,Yes,Standard,Mobile,51,4,12,38339,291517,0.745,6.3,426.13
3640,SW0089,Hidden Road 89,Movie,Comedy,English,2022-06-18,2025-07-01,United Kingdom,Europe,Yes,Ad-Supported,Smart TV,131,0,1,60782,86150,0.649,7.8,1039.81
3641,SW0135,Silent Summer,Series,Action,English,2025-07-12,2026-06-01,South Korea,Asia,Yes,Standard,Mobile,47,4,7,51435,224098,0.795,6.6,592.61
3642,SW0166,Silent Summer 166,Series,Sci-Fi,English,2022-05-02,2025-11-01,Australia,Oceania,Yes,Ad-Supported,Smart TV,44,3,9,10011,49192,0.745,7.4,170.98
3643,SW0080,Wild Promise,Series,Drama,English,2022-07-04,2026-04-01,Canada,North America,Yes,Ad-Supported,Web,29,4,11,18307,74330,0.764,6.7,332.34
3644,SW0010,Hidden Witness,Series,Thriller,Hindi,2023-11-30,2025-01-01,Australia,Oceania,Yes,Standard,Smart TV,33,3,11,59526,281741,0.782,7.0,678.08
3645,SW0134,Midnight Crown 134,Movie,Comedy,English,2022-11-04,2025-06-01,Canada,North America,Yes,Standard,Mobile,136,0,1,23879,37464,0.692,8.3,310.56
3646,SW0015,Hidden Witness 15,Movie,Comedy,Korean,2025-09-21,2026-04-01,Japan,Asia,Yes,Standard,Smart TV,113,0,1,24317,30759,0.672,8.4,294.79
3647,SW0002,Wild Crown,Movie,Drama,English,2023-11-20,2026-02-01,Australia,Oceania,Yes,Ad-Supported,Smart TV,83,0,1,59715,58463,0.708,8.0,1005.72
3648,SW0130,Hidden Summer 130,Movie,Drama,English,2024-11-25,2025-03-01,United States,North America,Yes,Ad-Supported,Smart TV,103,0,1,36702,36935,0.586,7.9,707.66
3649,SW0167,Northern Echo 167,Movie,Thriller,German,2025-09-05,2025-07-01,Brazil,Latin America,Yes,Ad-Supported,Game Console,135,0,1,316599,537399,0.754,7.5,5405.39
3650,SW0061,Midnight Fire,Series,Sci-Fi,Korean,2024-12-28,2026-06-01,South Korea,Asia,Yes,Premium,Mobile,56,2,11,19017,119129,0.61,6.7,296.59
3651,SW0005,Wild Crown 5,Movie,Romance,English,2022-12-04,2026-02-01,France,Europe,Yes,Premium,Mobile,81,0,1,35927,20793,0.429,8.5,570.7
3652,SW0002,Wild Crown,Movie,Drama,English,2023-11-20,2025-07-01,Brazil,Latin America,Yes,Premium,Smart TV,83,0,1,63216,65246,0.746,7.7,940.58
3653,SW0082,Electric Fire 82,Series,Romance,English,2024-11-25,2025-06-01,Japan,Asia,No,Standard,Web,40,2,11,73382,399929,0.743,7.3,792.95
3654,SW0135,Silent Summer,Series,Action,English,2025-07-12,2026-02-01,United Kingdom,Europe,Yes,Standard,Smart TV,47,4,7,92710,363636,0.715,8.0,1081.49
3655,SW0159,Silent Signal 159,Movie,Romance,English,2025-01-13,2025-09-01,Spain,Europe,Yes,Ad-Supported,Mobile,81,0,1,22261,17641,0.587,6.6,369.56
3656,SW0175,Second Summer,Movie,Documentary,English,2025-12-02,2026-04-01,Germany,Europe,No,Ad-Supported,Game Console,137,0,1,324397,410956,0.555,7.9,6137.94
3657,SW0123,Midnight Fire 123,Movie,Romance,English,2022-02-11,2025-05-01,United States,North America,Yes,Ad-Supported,Tablet,93,0,1,308494,243184,0.509,7.4,5957.18
3658,SW0067,Crimson Harbor,Movie,Crime,Hindi,2022-03-01,2026-02-01,Nigeria,Africa,Yes,Premium,Smart TV,83,0,1,1875,2106,0.812,7.7,29.78
3659,SW0013,Silent Road,Series,Romance,Korean,2024-12-31,2025-10-01,South Africa,Africa,Yes,Standard,Game Console,35,2,12,17949,105793,0.842,6.2,200.02
3660,SW0135,Silent Summer,Series,Action,English,2025-07-12,2025-07-01,United Kingdom,Europe,Yes,Premium,Game Console,47,4,7,215644,1135150,0.96,7.4,3429.56
3661,SW0160,Silent Pulse,Movie,Drama,English,2023-11-24,2025-08-01,Germany,Europe,Yes,Ad-Supported,Web,83,0,1,48772,51950,0.77,7.0,808.12
3662,SW0131,Midnight Crown,Series,Drama,English,2024-08-30,2025-03-01,India,Asia,Yes,Premium,Smart TV,28,2,11,151792,486184,0.624,7.0,2243.49
3663,SW0038,Northern Promise,Movie,Thriller,English,2022-10-17,2025-11-01,United States,North America,Yes,Ad-Supported,Mobile,108,0,1,4634,5113,0.613,6.5,89.23
3664,SW0046,Broken Code,Movie,Drama,English,2023-10-12,2026-05-01,Canada,North America,Yes,Premium,Smart TV,113,0,1,27303,31847,0.619,8.1,465.25
3665,SW0135,Silent Summer,Series,Action,English,2025-07-12,2026-05-01,France,Europe,Yes,Ad-Supported,Smart TV,47,4,7,170797,696191,0.743,7.4,2909.33
3666,SW0151,Second Signal 151,Movie,Action,Spanish,2024-04-23,2025-01-01,United States,North America,No,Standard,Smart TV,114,0,1,58784,77550,0.694,6.9,684.11
3667,SW0106,Broken Signal 106,Movie,Comedy,Japanese,2023-07-22,2026-02-01,United States,North America,Yes,Standard,Smart TV,108,0,1,34044,40080,0.654,7.2,369.57
3668,SW0109,Crimson Kingdom 109,Movie,Documentary,Hindi,2024-08-18,2025-11-01,India,Asia,No,Ad-Supported,Mobile,136,0,1,113417,165427,0.643,6.6,2112.59
3669,SW0159,Silent Signal 159,Movie,Romance,English,2025-01-13,2026-01-01,South Africa,Africa,Yes,Standard,Smart TV,81,0,1,6772,6296,0.689,8.8,81.08
3670,SW0135,Silent Summer,Series,Action,English,2025-07-12,2025-03-01,Mexico,Latin America,Yes,Standard,Mobile,47,4,7,258316,946091,0.668,8.0,3157.23
3671,SW0107,Last Signal 107,Series,Drama,English,2024-08-29,2026-04-01,United Kingdom,Europe,Yes,Standard,Game Console,25,2,8,21098,50278,0.715,6.0,273.87
3672,SW0175,Second Summer,Movie,Documentary,English,2025-12-02,2025-10-01,India,Asia,No,Ad-Supported,Smart TV,137,0,1,624059,1191245,0.836,7.9,11281.87
3673,SW0158,Golden Code 158,Series,Drama,Spanish,2025-04-05,2026-01-01,India,Asia,Yes,Standard,Mobile,35,1,8,106604,301167,0.605,6.4,1287.76
3674,SW0034,Broken Kingdom,Series,Comedy,French,2025-08-10,2025-11-01,United States,North America,Yes,Standard,Smart TV,47,2,9,129506,785412,0.86,7.7,1441.25
3675,SW0020,Hidden Pulse,Movie,Action,English,2024-03-08,2025-08-01,South Korea,Asia,Yes,Premium,Web,99,0,1,26188,33101,0.766,6.1,416.72
3676,SW0016,Last Harbor,Series,Thriller,Portuguese,2022-04-30,2025-02-01,South Africa,Africa,Yes,Standard,Smart TV,23,2,10,9520,23322,0.639,7.5,116.78
3677,SW0064,Broken Road,Series,Comedy,English,2025-07-17,2025-07-01,Nigeria,Africa,Yes,Premium,Smart TV,47,4,7,132347,639775,0.882,7.2,2230.62
3678,SW0001,Midnight Promise,Series,Animation,Portuguese,2025-07-10,2026-03-01,Brazil,Latin America,No,Standard,Mobile,44,3,12,99964,634035,0.721,6.7,1099.53
3679,SW0059,Crimson Witness,Movie,Romance,English,2025-10-23,2025-10-01,India,Asia,Yes,Ad-Supported,Smart TV,104,0,1,105732,122043,0.666,6.8,2043.4
3680,SW0162,Golden Witness 162,Movie,Crime,Japanese,2022-06-02,2025-01-01,Spain,Europe,No,Premium,Mobile,114,0,1,9530,10106,0.558,7.3,140.76
3681,SW0075,Midnight Fire 75,Series,Thriller,Spanish,2023-09-14,2025-03-01,Spain,Europe,Yes,Standard,Mobile,39,4,11,51906,215304,0.58,7.4,606.08
3682,SW0060,Hidden Code,Series,Sci-Fi,German,2023-10-26,2026-05-01,South Korea,Asia,No,Ad-Supported,Web,62,1,10,95695,874798,0.885,8.7,1862.1
3683,SW0120,Hidden Witness 120,Series,Documentary,English,2025-04-30,2026-05-01,Germany,Europe,Yes,Standard,Mobile,40,4,12,49071,217092,0.553,7.1,592.01
3684,SW0149,Golden Witness,Movie,Action,English,2023-12-26,2025-07-01,United Kingdom,Europe,Yes,Ad-Supported,Game Console,134,0,1,29499,58671,0.891,6.5,493.29
3685,SW0139,Second Signal 139,Series,Crime,Portuguese,2024-09-14,2026-03-01,United States,North America,Yes,Standard,Mobile,29,2,10,147332,513224,0.721,7.4,1894.65
3686,SW0037,Northern Echo,Series,Animation,English,2025-11-28,2025-10-01,Japan,Asia,No,Standard,Game Console,24,3,6,62763,128218,0.851,7.0,780.7
3687,SW0106,Broken Signal 106,Movie,Comedy,Japanese,2023-07-22,2025-04-01,Japan,Asia,Yes,Ad-Supported,Mobile,108,0,1,20109,22821,0.631,7.9,329.35
3688,SW0014,Midnight Witness 14,Movie,Comedy,Spanish,2023-11-06,2025-10-01,Mexico,Latin America,Yes,Standard,Mobile,91,0,1,21775,23864,0.723,6.7,241.89
3689,SW0105,Hidden Witness 105,Series,Animation,Spanish,2024-06-23,2026-03-01,India,Asia,Yes,Standard,Smart TV,23,2,10,111152,375450,0.881,7.1,1340.6
3690,SW0078,Second Echo,Movie,Drama,Hindi,2024-09-14,2026-04-01,Canada,North America,Yes,Standard,Tablet,94,0,1,25060,24934,0.635,7.2,279.04
3691,SW0009,Electric Summer,Movie,Romance,English,2025-05-22,2026-01-01,Japan,Asia,Yes,Premium,Tablet,106,0,1,257804,361243,0.793,7.9,3763.83
3692,SW0034,Broken Kingdom,Series,Comedy,French,2025-08-10,2026-01-01,India,Asia,Yes,Standard,Mobile,47,2,9,45874,219839,0.68,8.0,550.32
3693,SW0015,Hidden Witness 15,Movie,Comedy,Korean,2025-09-21,2025-05-01,Mexico,Latin America,Yes,Standard,Smart TV,113,0,1,116335,124311,0.567,6.4,1280.05
3694,SW0034,Broken Kingdom,Series,Comedy,French,2025-08-10,2025-08-01,United Kingdom,Europe,Yes,Standard,Smart TV,47,2,9,119011,566455,0.675,7.6,1474.34
3695,SW0099,Electric Code,Movie,Comedy,Spanish,2025-04-16,2025-02-01,United States,North America,No,Ad-Supported,Mobile,110,0,1,96678,97358,0.549,6.2,1786.57
3696,SW0102,Hidden Pulse 102,Movie,Drama,Japanese,2023-10-10,2026-04-01,Mexico,Latin America,Yes,Ad-Supported,Smart TV,87,0,1,5917,7157,0.834,6.5,116.69
3697,SW0019,Wild Echo,Series,Crime,English,2025-07-29,2025-04-01,United Kingdom,Europe,No,Ad-Supported,Tablet,26,2,11,247110,740039,0.628,6.7,4060.13
3698,SW0121,Infinite Pulse,Series,Romance,French,2024-01-02,2025-10-01,South Korea,Asia,Yes,Standard,Game Console,24,3,12,18525,72102,0.811,6.6,224.17
3699,SW0175,Second Summer,Movie,Documentary,English,2025-12-02,2025-06-01,Japan,Asia,No,Standard,Smart TV,137,0,1,383419,733782,0.838,7.8,4367.49
3700,SW0171,Hidden Crown 171,Movie,Sci-Fi,German,2023-06-09,2025-11-01,South Korea,Asia,No,Standard,Web,140,0,1,17100,27052,0.678,6.9,209.24
3701,SW0140,Midnight Code 140,Series,Romance,Hindi,2024-02-06,2025-02-01,United States,North America,Yes,Standard,Game Console,51,3,12,75133,729785,0.952,7.0,923.83
3702,SW0175,Second Summer,Movie,Documentary,English,2025-12-02,2025-12-01,United States,North America,No,Premium,Smart TV,137,0,1,589059,709787,0.528,6.6,10284.94
3703,SW0157,Northern Crown,Movie,Romance,French,2025-08-09,2025-05-01,Spain,Europe,Yes,Premium,Mobile,142,0,1,37165,62325,0.709,6.9,602.36
3704,SW0109,Crimson Kingdom 109,Movie,Documentary,Hindi,2024-08-18,2025-06-01,Canada,North America,No,Standard,Smart TV,136,0,1,32604,67343,0.911,7.7,392.85
3705,SW0154,Broken Echo,Movie,Comedy,English,2022-09-14,2025-05-01,Brazil,Latin America,Yes,Standard,Web,112,0,1,74842,100426,0.719,7.3,864.69
3706,SW0167,Northern Echo 167,Movie,Thriller,German,2025-09-05,2026-06-01,South Africa,Africa,Yes,Premium,Smart TV,135,0,1,24139,43169,0.795,7.6,396.11
3707,SW0112,Silent Code,Movie,Thriller,English,2022-12-24,2025-12-01,Japan,Asia,No,Standard,Web,123,0,1,16536,26358,0.778,8.2,185.23
3708,SW0011,Midnight Witness,Series,Romance,English,2022-06-08,2026-05-01,South Africa,Africa,No,Ad-Supported,Mobile,36,4,6,17554,47789,0.756,7.6,292.03
3709,SW0006,Golden Crown,Series,Crime,Korean,2022-09-02,2025-05-01,India,Asia,Yes,Standard,Mobile,50,4,7,144376,562930,0.668,7.8,1677.5
3710,SW0107,Last Signal 107,Series,Drama,English,2024-08-29,2025-01-01,Germany,Europe,Yes,Ad-Supported,Tablet,25,2,8,28416,86225,0.91,6.2,527.27
3711,SW0092,Crimson Promise,Series,Romance,English,2025-06-17,2025-05-01,United Kingdom,Europe,No,Standard,Smart TV,27,1,12,198254,917640,0.857,7.0,2408.06
3712,SW0109,Crimson Kingdom 109,Movie,Documentary,Hindi,2024-08-18,2025-10-01,United Kingdom,Europe,No,Premium,Smart TV,136,0,1,46942,84948,0.798,,707.08
3713,SW0076,Infinite Promise 76,Movie,Documentary,French,2022-03-14,2025-07-01,United Kingdom,Europe,Yes,Ad-Supported,Web,142,0,1,13313,21519,0.683,7.2,261.78
3714,SW0172,Last Fire 172,Series,Animation,Korean,2022-12-27,2025-11-01,Spain,Europe,No,Standard,Tablet,39,2,8,25143,96081,0.735,7.7,325.56
3715,SW0128,Midnight Kingdom 128,Movie,Animation,English,2022-02-19,2026-05-01,Mexico,Latin America,No,Ad-Supported,Mobile,141,0,1,19396,33206,0.729,6.1,337.01
3716,SW0079,Northern Promise 79,Movie,Sci-Fi,English,2025-09-11,2025-04-01,UNITED KINGDOM,Europe,No,Standard,Smart TV,105,0,1,366402,490880,0.766,6.6,4020.41
3717,SW0026,Broken Signal,Series,Documentary,Spanish,2024-06-05,2026-01-01,India,Asia,Yes,Standard,Mobile,43,1,9,20101,89474,0.69,6.5,254.52
